Cmax	sigma3x	sigma3y	t
244644.09858666535	0.5263925434514217	1.129419618812591	0.20088074000000003
122322.04929333268	0.7444314740810694	1.5972405425350171	0.40176148000000006
81548.03286222181	0.9117386299832704	1.9562121628484814	0.60264222
61161.02464666634	1.0527850869028434	2.258839237625182	0.8035229600000001
48928.819717333085	1.1770495100063907	2.525459042786853	1.0044037
40774.016431110904	1.2893931358618058	2.7665017715795277	1.20528444
34949.156940952205	1.3927037619712235	2.9881634372154817	1.40616518
30580.51232333317	1.4888629481621387	3.1944810850700343	1.6070459200000002
27182.6776207406	1.5791776303542653	3.3882588564377727	1.8079266600000001
24464.409858666542	1.6645993806356438	3.5715384295269423	2.0088074
22240.372598787766	1.7458465590692174	3.7458611064675846	2.20968814
20387.008215555452	1.8234772599665408	3.912424325696963	2.41056888
18818.776814358876	1.897935306436007	4.07218034714379	2.61144962
17474.578470476103	1.969580548547735	4.225901259497539	2.81233036
16309.606572444358	2.0387095543551204	4.374223374541093	3.0132111000000004
15290.256161666584	2.105570173805687	4.517678475250364	3.2140918400000005
14390.829328627377	2.1703720571877456	4.656716384009147	3.4149725799999997
13591.3388103703	2.2332944222432083	4.791721627605051	3.6158533200000003
12876.005188771862	2.2944919015380902	4.923025983256312	3.8167340600000004
12232.204929333271	2.3540990200127814	5.050918085573706	4.0176148
