Cmax	sigma3x	sigma3y	t
13616.748965183997	3.0272242360682258	3.4367291075102164	0.6897894783333335
6808.3744825919985	4.281141570992217	4.860268914043331	1.379578956666667
4538.916321727998	5.243306182774049	5.9525894260585375	2.0693684350000003
3404.1872412959992	6.0544484721364515	6.873458215020433	2.759157913333334
2723.3497930367994	6.769079174983425	7.684759904645027	3.448947391666667
2269.458160863999	7.415154715353761	8.418232697570662	4.138736870000001
1945.2498521691425	8.009282491464013	9.092730541968995	4.828526348333334
1702.0936206479996	8.562283141984434	9.720537828086663	5.518315826666668
1512.9721072426667	9.081672708204678	10.310187322530648	6.208105305
1361.6748965183997	9.572923574038839	10.86789168072997	6.897894783333334
1237.8862695621817	10.040166947308565	11.398340955704372	7.587684261666667
1134.7290804319996	10.486612365548098	11.905178852117075	8.277473740000001
1047.4422280910767	10.914812205471293	12.39130301700768	8.967263218333335
972.6249260845713	11.32683592430578	12.859062851456615	9.657052696666668
907.7832643456	11.724389051527709	13.310394598813346	10.346842175
851.0468103239998	12.108896944272903	13.746916430040866	11.036631653333336
800.9852332461173	12.48156527773903	14.169997116899335	11.726421131666669
756.4860536213333	12.84342471297665	14.58080674212999	12.41621061
716.6709981675789	13.195364524458512	14.980354875961766	13.106000088333333
680.8374482591998	13.53815834996685	15.369519809290054	13.795789566666668
