Cmax	sigma3x	sigma3y	t
19637.854416432067	2.652390825967762	3.442547269908213	0.6900670375
9818.927208216033	3.7510470787975856	4.868497038214667	1.380134075
6545.951472144021	4.5940756721057445	5.962666778938554	2.0702011125
4909.463604108017	5.304781651935524	6.885094539816426	2.76026815
3927.570883286414	5.930926189760732	7.69776971127108	3.4503351875
3272.9757360720105	6.497004122060236	8.432484226686402	4.140402225
2805.40777377601	7.0175665052599	9.108123952761481	4.830469262499999
2454.7318020540083	7.502094157595171	9.736994076429333	5.5205363
2181.9838240480076	7.957172477903287	10.32764180972464	6.210603337499999
1963.785441643207	8.387596254993412	10.886290325704385	6.900670375
1785.2594924029152	8.796985167115917	11.41763761734788	7.590737412499999
1636.4878680360052	9.188151344211489	11.925333557877108	8.28080445
1510.6041858793897	9.56333112559705	12.412280699862634	8.9708714875
1402.703886888005	9.924337726593714	12.880832421770531	9.660938524999999
1309.1902944288047	10.272665496606479	13.332928244886318	10.3510055625
1227.3659010270042	10.609563303871049	13.770189079632852	11.0410726
1155.1679068489452	10.936087535884354	14.193986015013273	11.731139637499998
1090.9919120240038	11.253141236392755	14.605491114644	12.421206674999999
1033.571285075372	11.561503569167854	15.005715657891741	13.1112737125
981.8927208216035	11.861852379521464	15.39553942254216	13.80134075
