Cmax	sigma3x	sigma3y	t
17574.924019960617	2.9240378587330276	3.112595675699497	1.842060325
8787.462009980309	4.135213996712632	4.401875018758077	3.68412065
5858.3080066535385	5.064582134580511	5.3911738537307095	5.526180975
4393.731004990154	5.848075717466055	6.225191351398994	7.3682413
3514.9848039921235	6.538347420909976	6.959975517335966	9.210301625
2929.1540033267693	7.162400742476238	7.6242711810571935	11.05236195
2510.7034314229454	7.736276998345406	8.23515408979592	12.894422275
2196.865502495077	8.270427993425264	8.803750037516155	14.7364826
1952.76933555118	8.772113576199082	9.337787027098493	16.578542925
1757.4924019960617	9.246619598158034	9.842891770401224	18.42060325
1597.7203654509653	9.69793645021168	10.32331198037797	20.262663575
1464.5770016633846	10.129164269161022	10.782347707461419	22.1047239
1351.917232304663	10.542768431059859	11.22262330852202	23.946784225000002
1255.3517157114727	10.94074785333509	11.646266602021651	25.78884455
1171.6616013307078	11.32474993055301	12.055031215461376	27.630904875000002
1098.4327512475386	11.69615143493211	12.450382702797988	29.4729652
1033.8190599976833	12.056116944861163	12.833560740749801	31.315025525
976.38466777559	12.405641990137894	13.205625056274233	33.15708585
924.9960010505588	12.745585533304325	13.567490002475807	34.999146175
878.7462009980309	13.076694841819952	13.919951034671932	36.8412065
