Cmax	sigma3x	sigma3y	t
9060.596171077104	3.7302438304535994	3.892248150634264	0.92779708125
4530.298085538552	5.275361415986044	5.5044701227485735	1.8555941625
3020.198723692368	6.460971838965979	6.741571552564546	2.78339124375
2265.149042769276	7.460487660907199	7.784496301268528	3.711188325
1812.1192342154209	8.341078777543448	8.703331450116053	4.63898540625
1510.099361846184	9.137194000776324	9.534021921345424	5.5667824875
1294.3708815824436	9.869297505013211	10.297920647529331	6.49457956875
1132.574521384638	10.550722831972088	11.008940245497147	7.42237665
1006.7329078974561	11.190731491360797	11.676744451902792	8.350173731249999
906.0596171077104	11.796066732024341	12.30836937458242	9.2779708125
823.6905610070095	12.371819162152692	12.909126706608557	10.20576789375
755.049680923092	12.921943677931958	13.483143105129091	11.133564975
696.9689362367003	13.449585400683652	14.033700283941723	12.06136205625
647.1854407912218	13.957294382684633	14.563459043977906	12.9891591375
604.0397447384736	14.447172232639755	15.074612266713121	13.91695621875
566.287260692319	14.920975321814398	15.568992602537056	14.8447533
532.9762453574767	15.380189322268807	16.048150246180068	15.77255038125
503.36645394872806	15.826084247958132	16.51341036824572	16.700347462499998
476.8734826882686	16.25975589171331	16.965916351797834	17.62814454375
453.0298085538552	16.682157555086896	17.406662900232106	18.555941625
