Cmax	sigma3x	sigma3y	t
14759.616763870496	3.612246531253752	2.665957174121447	0.7457284940000001
7379.808381935248	5.108488035134224	3.770232792348401	1.4914569880000002
4919.872254623499	6.256594521595936	4.617573276381094	2.237185482
3689.904190967624	7.224493062507504	5.331914348242894	2.9829139760000003
2951.9233527740994	8.077228795371209	5.961261466438799	3.7286424700000005
2459.9361273117497	8.84816082671018	6.5302347527097115	4.474370964
2108.5166805529275	9.557105995953133	7.05345968867387	5.220099458000001
1844.952095483812	10.216976070268448	7.540465584696802	5.965827952000001
1639.957418207833	10.836739593761255	7.997871522364342	6.711556446
1475.9616763870497	11.422926508804458	8.430496814689874	7.457284940000001
1341.783342170045	11.980466394431494	8.841979653717019	8.203013434
1229.9680636558749	12.513189043191872	9.235146552762188	8.948741928
1135.355135682346	13.024140088052334	9.612245289485955	9.694470422
1054.2583402764637	13.515788916514147	9.975098353374495	10.440198916000002
983.9744509246996	13.99017065794129	10.325207737074551	11.185927410000001
922.476047741906	14.448986125015008	10.663828696485789	11.931655904000001
868.2127508159115	14.893673994130225	10.9920230222759	12.677384398000001
819.9787091039165	15.325464105402672	11.310698377045203	13.423112892
776.8219349405524	15.745417588890442	11.620637909802657	14.168841386000002
737.9808381935248	16.154457590742417	11.922522932877598	14.914569880000002
