Cmax	sigma3x	sigma3y	t
101855.70461716854	1.1211131982666427	1.4052024362917723	0.11699356374999999
50927.85230858427	1.5854934899441628	1.9872563432835393	0.23398712749999998
33951.90153905617	1.941825020433865	2.433882014576918	0.35098069125
25463.926154292134	2.2422263965332854	2.8104048725835447	0.46797425499999995
20371.140923433708	2.506885321796412	3.1421281696967203	0.5849678187499999
16975.950769528084	2.7461552796529842	3.4420289542306284	0.7019613825
14550.814945309789	2.966186714165786	3.7178161881301133	0.81895494625
12731.963077146067	3.1709869798883257	3.9745126865670786	0.9359485099999999
11317.300513018725	3.3633395947999283	4.215607308875317	1.05294207375
10185.570461716854	3.5452712213985267	4.4436402722996515	1.1699356374999998
9259.609510651684	3.7183118261657757	4.6605292356730965	1.28692920125
8487.975384764042	3.88365004086773	4.867764029153836	1.403922765
7835.054201320657	4.042231121949806	5.0665294364569045	1.5209163287499998
7275.407472654894	4.194821479704141	5.257786075663848	1.6379098925
6790.380307811236	4.342052746100041	5.442325633808123	1.7549034562499999
6365.9815385730335	4.484452793066571	5.620809745167089	1.8718970199999998
5991.5120363040305	4.622468134727402	5.793798070206249	1.98889058375
5658.650256509362	4.756480469832487	5.961769029850618	2.1058841475
5360.826558798344	4.886819135513974	6.125135415012988	2.2228777112499998
5092.785230858427	5.013770643592824	6.2842563393934405	2.3398712749999997
