Cmax	sigma3x	sigma3y	t
9670.163896970244	3.993426675022849	3.226802552862968	1.0713252
4835.081948485122	5.647558164159808	4.5633879333589356	2.1426504
3223.3879656567474	6.916817897440423	5.5889859675516185	3.2139756
2417.540974242561	7.986853350045698	6.453605105725936	4.2853008
1934.032779394049	8.929573508512053	7.2153498581714555	5.356625999999999
1611.6939828283737	9.781857679025201	7.9040197552244145	6.4279512
1381.4519852814633	10.565613861082012	8.537317084783766	7.499276399999999
1208.7704871212804	11.295116328319615	9.126775866717871	8.5706016
1074.4626552189159	11.980280025068549	9.680407658588905	9.6419268
967.0163896970245	12.628323961945245	10.20404562669286	10.713251999999999
879.1058088154767	13.244697908847321	10.70209334040741	11.7845772
805.8469914141868	13.833635794880847	11.177971935103237	12.8559024
743.8587613054033	14.398504641600553	11.634402060145533	13.9272276
690.7259926407316	14.942034417139345	12.073589607580736	14.998552799999999
644.6775931313496	15.466475006663954	12.497352548737855	16.069878
604.3852435606402	15.973706700091396	12.907210211451872	17.1412032
568.8331704100143	16.465319989278342	13.304447758466733	18.2125284
537.2313276094579	16.942674492479426	13.690163800076807	19.2838536
508.95599457738126	17.406943314864243	14.065306238688738	20.355178799999997
483.50819484851223	17.859147017024107	14.430699716342911	21.426503999999998
