Cmax	sigma3x	sigma3y	t
167653.02540293432	1.3373725070537215	0.5335163579805164	0.266689825
83826.51270146716	1.8913303374202806	0.7545060692039456	0.53337965
55884.34180097811	2.3163971308628124	0.9240774386913598	0.8000694749999999
41913.25635073358	2.674745014107443	1.0670327159610329	1.0667593
33530.605080586865	2.990455837011438	1.1929788435525475	1.333449125
27942.170900489054	3.275880238308314	1.3068428464803135	1.6001389499999998
23950.432200419185	3.5383550639191217	1.4115516036013571	1.866828775
20956.62817536679	3.782660674840561	1.5090121384078912	2.1335186
18628.11393365937	4.012117521161164	1.6005490739415493	2.4002084249999998
16765.302540293433	4.229143202379362	1.6871268601761833	2.66689825
15241.184127539485	4.435562810834124	1.7694735789383071	2.933588075
13971.085450244527	4.632794261725625	1.8481548773827197	3.2002778999999997
12896.386569456485	4.821965148578018	1.9236205849975536	3.466967725
11975.216100209593	5.003989719885942	1.9962354218025302	3.73365755
11176.868360195624	5.179621447494724	2.066299969387775	4.000347375
10478.314087683395	5.349490028214886	2.1340654319220658	4.2670372
9861.942670760845	5.514128107379593	2.1997442969485133	4.533727024999999
9314.056966829685	5.673991012260841	2.263518207611837	4.8004168499999995
8823.843442259702	5.829471608116808	2.325543889162941	5.067106675
8382.651270146716	5.980911674022876	2.385957687105095	5.3337965
