Cmax	sigma3x	sigma3y	t
10868.58669042874	2.7112126558491907	3.881414525496564	0.9381254410000001
5434.29334521437	3.8342337083795037	5.489149063149172	1.8762508820000001
3622.8622301429136	4.695958070054551	6.722807163395894	2.814376323
2717.146672607185	5.422425311698381	7.762829050993128	3.7525017640000002
2173.7173380857475	6.062455799936533	8.679106727865408	4.690627205
1811.4311150714568	6.641087591006531	9.50748506769347	5.628752646
1552.6552414898201	7.173194438787905	10.269257569617679	6.566878086999999
1358.5733363035924	7.6684674167590074	10.978298126298345	7.5050035280000005
1207.620743380971	8.133637967547571	11.644243576489693	8.443128969
1086.8586690428738	8.573607213557676	12.274110443830835	9.38125441
988.0533354935218	8.992075106314728	12.873195636907443	10.319379850999999
905.7155575357284	9.391916140109101	13.445614326791787	11.257505292
836.0451300329801	9.775416249351158	13.99463909300859	12.195630732999998
776.3276207449101	10.144428860873118	14.522923330455889	13.133756173999998
724.5724460285827	10.500481464130694	15.032653816975753	14.071881614999999
679.2866681517962	10.844850623396763	15.525658101986256	15.010007056000001
639.3286288487494	11.178616153577593	16.003482065428987	15.948132497
603.8103716904855	11.502701125138511	16.467447189447515	16.886257938
572.0308784436179	11.81790198129514	16.918693674630397	17.824383379
543.4293345214369	12.124911599873066	17.358213455730816	18.76250882
