Cmax	sigma3x	sigma3y	t
281556.04475439835	0.5613188273345733	1.2211579078286177	0.112400125
140778.02237719917	0.7938246984319152	1.7269780750503851	0.22480025
93852.01491813277	0.9722327281884628	2.115107540423678	0.337200375
70389.01118859959	1.1226376546691466	2.4423158156572353	0.4496005
56311.20895087967	1.255147054970573	2.7305920931662118	0.562000625
46926.007459066386	1.374944709987119	2.991213769544765	0.67440075
40222.29210777119	1.485110023345686	3.2308801356544574	0.7868008750000001
35194.50559429979	1.5876493968638303	3.4539561501007703	0.899201
31284.00497271093	1.6839564820037198	3.663473723485853	1.0116011249999999
28155.604475439835	1.775045987912033	3.8616403714643948	1.12400125
25596.004068581668	1.861683938031068	4.050122590042928	1.236401375
23463.003729533193	1.9444654563769257	4.230215080847356	1.3488015
21658.157288799874	2.0238638138381213	4.402947452114409	1.461201625
20111.146053885594	2.100262736631693	4.5691545062443595	1.5736017500000001
18770.402983626554	2.173978470179479	4.729524240109728	1.686001875
17597.252797149897	2.245275309338293	4.884631631314471	1.798402
16562.12027967049	2.3143768147482877	5.034963039535666	1.910802125
15642.002486355464	2.3814740952957454	5.180934225151155	2.0232022499999998
14818.73919759991	2.4467320434581614	5.322903914330501	2.1356023750000004
14077.802237719918	2.510294109941146	5.4611841863324235	2.2480025
