Cmax	sigma3x	sigma3y	t
46967.40239621185	2.2493190536729566	1.5307666057640548	0.4148903716666667
23483.701198105926	3.1810175118085113	2.1648308946993553	0.8297807433333334
15655.800798737286	3.8959348833943075	2.6513655357131003	1.244671115
11741.850599052963	4.498638107345913	3.0615332115281095	1.6595614866666668
9393.480479242371	5.02963030709823	3.422898188175048	2.0744518583333336
7827.900399368643	5.5096839502186725	3.749597099414073	2.48934223
6709.628913744549	5.951138835257789	4.050027754134142	2.904232601666667
5870.9252995264815	6.362035023617023	4.329661789398711	3.3191229733333336
5218.600266245762	6.74795716101887	4.592299817292164	3.7340133449999997
4696.7402396211855	7.11297139402107	4.840709040339448	4.148903716666667
4269.763854201077	7.460147334830476	5.076978472925256	4.563794088333334
3913.9501996843214	7.791869766788615	5.302731071426201	4.97868446
3612.8771074009123	8.110035182895981	5.519257487850269	5.393574831666666
3354.8144568722746	8.41618125238679	5.72760417788395	5.808465203333334
3131.1601597474564	8.711575235182389	5.928633571054639	6.223355575
2935.4626497632407	8.997276214691826	6.123066423056219	6.638245946666667
2762.788376247757	9.27418004400796	6.311512403733426	7.053136318333333
2609.300133122881	9.543052535425533	6.494492684098065	7.468026689999999
2471.968547169045	9.804554446740958	6.672456940672282	7.882917061666667
2348.3701198105928	10.05926061419646	6.845796376350096	8.297807433333334
