Cmax	sigma3x	sigma3y	t
47631.18813011562	1.9031894124870505	1.52481279140585	0.25811376333333336
23815.59406505781	2.6915162789040696	2.1564109296861305	0.5162275266666667
15877.06271003854	3.296420758854733	2.6410532267458566	0.7743412900000001
11907.797032528904	3.806378824974101	3.0496255828117	1.0324550533333334
9526.237626023125	4.255660900378932	3.4095850545446877	1.2905688166666667
7938.53135501927	4.661842944460573	3.7350132922132158	1.5486825800000001
6804.455447159376	5.0353658832918615	4.0342754419900855	1.8067963433333334
5953.898516264452	5.383032557808139	4.312821859372261	2.064910106666667
5292.3542366795145	5.709568237461152	4.57443837421755	2.32302387
4763.118813011562	6.0184133621767835	4.821881426201706	2.5811376333333333
4330.108011828694	6.312165186196481	5.057231904627659	2.8392513966666666
3969.265677509635	6.592841517709466	5.282106453491713	3.0973651600000003
3663.9375484704324	6.862047013642245	5.497790704897168	3.3554789233333335
3402.227723579688	7.121082723662131	5.705327044411092	3.6135926866666668
3175.4125420077085	7.371020899240625	5.905574547198901	3.87170645
2976.949258132226	7.612757649948202	6.0992511656234	4.129820213333334
2801.834595889154	7.847050973241329	6.286964198259229	4.387933976666667
2646.1771183397573	8.074548836712207	6.469232789058392	4.64604774
2506.9046384271383	8.2958103194476	6.646504865556265	4.9041615033333334
2381.559406505781	8.511321800757864	6.8191701090893755	5.162275266666667
