Cmax	sigma3x	sigma3y	t
86757.17826905263	1.5102466797714849	1.0144029600222104	0.18819255000000001
43378.589134526315	2.1358113370617704	1.4345824237748224	0.37638510000000003
28919.059423017545	2.6158239813264155	1.756997466106729	0.56457765
21689.294567263158	3.0204933595429697	2.028805920044421	0.7527702000000001
17351.43565381053	3.3770142387623965	2.2682739751866636	0.94096275
14459.529711508772	3.699333751172603	2.484769645623299	1.1291553
12393.882609864664	3.995737133036351	2.6838579614265647	1.31734785
10844.647283631579	4.271622674123541	2.8691648475496447	1.5055404000000001
9639.686474339182	4.530740039314454	3.0432088800666306	1.69373295
8675.717826905266	4.775819336784834	3.2078238188869133	1.8819255
7887.016206277513	5.008921577682039	3.3643940046195606	2.07011805
7229.764855754386	5.231647962652831	3.513994932213458	2.2583106
6673.629097619435	5.445271842515332	3.6574818863425262	2.44650315
6196.941304932332	5.650825645217795	3.7955483285324543	2.6346957
5783.81188460351	5.849160239420006	3.928765770509529	2.82288825
5422.323641815789	6.040986719085939	4.057611840088842	3.0110808000000002
5103.363427591332	6.226906581436202	4.1824905511107815	3.19927335
4819.843237169591	6.407434011185311	4.303747271324467	3.3874659
4566.16727731856	6.583012656941735	4.421679990765345	3.57565845
4337.858913452633	6.754028477524793	4.536547950373327	3.763851
