Cmax	sigma3x	sigma3y	t
29102.256681365674	2.976107840510106	2.020401417370809	0.637962956
14551.128340682837	4.208852071134296	2.857279085883622	1.275925912
9700.75222712189	5.154769988567597	3.499437906570414	1.9138888680000001
7275.5641703414185	5.952215681020212	4.040802834741618	2.551851824
5820.451336273133	6.654779439750699	4.517754911078053	3.18981478
4850.376113560945	7.289945628746098	4.9489525481543915	3.8277777360000003
4157.465240195095	7.874041220899219	5.345479698885575	4.465740692
3637.7820851707093	8.417704142268592	5.714558171767244	5.103703648
3233.584075707296	8.928323521530316	6.061204252112427	5.741666604
2910.2256681365666	9.411279338297065	6.389070266724239	6.37962956
2645.6596983059703	9.87063304260689	6.700913427321211	7.017592515999999
2425.1880567804724	10.309539977135193	6.998875813140828	7.6555554720000005
2238.6351293358202	10.730509420269591	7.284660907350572	8.293518428
2078.7326200975476	11.13557588528048	7.559649887554029	8.931481384
1940.1504454243777	11.52641610281296	7.824981042131004	9.56944434
1818.8910425853546	11.904431362040423	8.081605669483237	10.207407296
1711.8974518450393	12.270806979652045	8.330328449967478	10.845370251999999
1616.792037853648	12.626556213402889	8.571837257650868	11.483333208
1531.6977200718775	12.972553321862616	8.806725603705699	12.121296163999999
1455.1128340682833	13.309558879501399	9.035509822156106	12.75925912
